brand,model,year,mileage,engine_size,transmission,automatic_transmission,fuel_type,drivetrain,avg_mpg,damaged,first_owner,personal_using,turbo,alloy_wheels,extras,interior_color,exterior_color,price
FIAT,124 Spider Classica,2017.0,59858.0,1.4,6,0.0,Gasoline,Rear-wheel Drive,4.5,0.0,0.0,1.0,1.0,1.0,4.0,Nero,Nero Cinema Jet Black,20474
Audi,A5 2.0T Prestige,2021.0,15029.0,2.0,7,1.0,Gasoline,Four-wheel Drive,3.5,0.0,0.0,1.0,1.0,1.0,10.0,Black,Mythos Black Metallic,41995
Lexus,GX 460 Base,2021.0,5119.0,4.6,6,1.0,Gasoline,Four-wheel Drive,3.0,0.0,1.0,1.0,0.0,1.0,10.0,Black,Black Onyx,56175
Toyota,Highlander Platinum,2021.0,26553.0,3.5,8,1.0,Gasoline,Four-wheel Drive,3.5,0.0,1.0,1.0,0.0,1.0,13.0,Black,Midnight Black Metallic,46479
Volvo,S60 Recharge Plug-In Hybrid T8 Inscription,2022.0,12463.0,2.0,8,1.0,Hybrid,Four-wheel Drive,5.5,0.0,1.0,0.0,0.0,1.0,11.0,Charcoal,Crystal White,47322
Honda,Pilot Touring,2023.0,1820.0,3.5,Automatic,1.0,Gasoline,Four-wheel Drive,3.0,0.0,0.0,0.0,0.0,1.0,13.0,Black,Radiant Red Metallic II,50988
Maserati,Levante S,2017.0,78350.0,3.0,8,1.0,Gasoline,Four-wheel Drive,4.5,0.0,0.0,0.0,1.0,1.0,7.0,Black,Gray,36995
Volvo,XC90 T6 Momentum 6 Passenger,2020.0,25501.0,2.0,8,1.0,Gasoline,Four-wheel Drive,5.0,1.0,1.0,0.0,0.0,1.0,13.0,Charcoal,Thunder Gray Metallic,42065
Mitsubishi,Outlander GT,2018.0,57605.0,3.0,6,1.0,Gasoline,Four-wheel Drive,3.0,0.0,0.0,1.0,0.0,1.0,10.0,Black,Black,20980
Jaguar,XF 35t Prestige,2016.0,105229.0,3.0,Automatic,1.0,Gasoline,Four-wheel Drive,4.5,1.0,0.0,0.0,0.0,1.0,10.0,Black,Black,21995
Land,Rover Discovery SE,2019.0,36915.0,3.0,Automatic,1.0,Diesel,Four-wheel Drive,2.5,0.0,1.0,1.0,1.0,1.0,8.0,Acorn / Ebony / Light Oyster,Fuji White,40505
Audi,Q3 40 Premium,2021.0,57701.0,2.0,8,1.0,Gasoline,Four-wheel Drive,4.0,0.0,0.0,0.0,1.0,1.0,10.0,Black,Nano Gray Metallic,26445
Mazda,CX-9 Carbon Edition,2023.0,4314.0,2.5,6,1.0,Gasoline,Four-wheel Drive,5.0,0.0,1.0,0.0,0.0,0.0,0.0,Red,Polymetal Gray Metallic,40341
Toyota,4Runner TRD Off Road Premium,2019.0,57608.0,4.0,Automatic,1.0,Gasoline,Four-wheel Drive,1.5,0.0,1.0,1.0,0.0,1.0,8.0,Black Graphite,Super White,41995
Mazda,CX-50 2.5 Turbo Premium Plus Package,2023.0,9936.0,2.5,6,1.0,Gasoline,Four-wheel Drive,3.0,0.0,1.0,1.0,0.0,1.0,8.0,Terracotta,Polymetal Gray Metallic,39609
Land,Rover Range Rover 3.0L V6 Supercharged,2019.0,42733.0,3.0,Automatic,1.0,Gasoline,Four-wheel Drive,2.5,0.0,1.0,1.0,0.0,1.0,10.0,Ebony,Santorini Black,58880
Kia,Optima SX,2013.0,74903.0,2.0,6,1.0,Gasoline,Front-wheel Drive,3.5,0.0,0.0,1.0,1.0,1.0,9.0,Beige,Ebony Black,16995
Alfa,Romeo Stelvio Ti,2020.0,33146.0,2.0,8,1.0,Gasoline,Four-wheel Drive,3.0,0.0,0.0,0.0,1.0,1.0,8.0,Chocolate,Alfa White,32299
Mazda,CX-9 Carbon Edition,2023.0,5788.0,2.5,6,1.0,Gasoline,Four-wheel Drive,2.5,0.0,0.0,0.0,0.0,1.0,10.0,Red,Polymetal Gray Metallic,42887
Maserati,Ghibli S Q4,2018.0,41996.0,3.0,8,1.0,Gasoline,Four-wheel Drive,3.0,0.0,0.0,1.0,1.0,1.0,10.0,Rosso,Bianco,35495
Audi,A4 allroad 2.0T Premium,2017.0,43936.0,2.0,7,1.0,Gasoline,Four-wheel Drive,2.5,1.0,1.0,1.0,1.0,1.0,8.0,Black,Manhattan Gray Metallic,27992
Cadillac,XT5 Premium Luxury,2022.0,10998.0,3.6,9,1.0,Gasoline,Four-wheel Drive,4.0,0.0,0.0,0.0,0.0,1.0,9.0,Jet Black,Satin Steel Metallic,49999
Volvo,XC90 T6 Inscription 7 Passenger,2020.0,29409.0,2.0,8,1.0,Gasoline,Four-wheel Drive,3.0,1.0,1.0,1.0,0.0,1.0,13.0,Amber,Denim Blue Metallic,43750
Toyota,4Runner Limited,2021.0,20438.0,4.0,5,1.0,Gasoline,Four-wheel Drive,1.5,0.0,1.0,1.0,0.0,1.0,10.0,Black / Graphite,Midnight Black Metallic,48997
Porsche,Panamera E-Hybrid 4,2018.0,94761.0,2.9,8,1.0,Hybrid,Four-wheel Drive,2.0,0.0,1.0,0.0,1.0,1.0,10.0,Black,Gray,51944
Mercedes-Benz,SL-Class SL 400,2015.0,57300.0,3.0,7,1.0,Gasoline,Rear-wheel Drive,4.0,0.0,0.0,1.0,1.0,1.0,6.0,Bengal Red / Black,Iridium Silver Metallic,38980
Nissan,Xterra S,2014.0,63895.0,4.0,5,1.0,Gasoline,Four-wheel Drive,1.0,0.0,0.0,0.0,0.0,1.0,2.0,Gray,Brilliant Silver,21995
Jeep,Grand Cherokee Altitude,2020.0,33025.0,3.6,8,1.0,Gasoline,Four-wheel Drive,2.5,0.0,1.0,0.0,0.0,1.0,9.0,Black,White,34998
Jaguar,F-PACE 30t Premium,2018.0,83782.0,2.0,8,1.0,Gasoline,Four-wheel Drive,2.5,0.0,0.0,0.0,1.0,1.0,9.0,Ebony,Fuji White,23983
BMW,535 i,2015.0,93330.0,3.0,8,1.0,Gasoline,Rear-wheel Drive,5.5,1.0,0.0,1.0,1.0,1.0,7.0,Black,Black,17881
Volkswagen,Tiguan 2.0T S,2021.0,30315.0,2.0,8,1.0,Gasoline,Four-wheel Drive,3.5,1.0,1.0,1.0,1.0,1.0,6.0,Titan Black,Atlantic Blue,22983
Alfa,Romeo Stelvio Base,2019.0,18249.0,2.0,8,1.0,Gasoline,Rear-wheel Drive,4.0,0.0,1.0,1.0,1.0,1.0,10.0,Black,Vulcano Black Metallic,26995
Mitsubishi,Outlander ES,2011.0,84626.0,2.4,CVT,1.0,Gasoline,Front-wheel Drive,3.0,1.0,1.0,1.0,0.0,0.0,1.0,Black,Labrador Black Pearl,9499
Jeep,Grand Cherokee Overland,2022.0,7419.0,3.6,Automatic,1.0,Gasoline,Four-wheel Drive,3.5,0.0,0.0,1.0,0.0,1.0,6.0,Global Black,Metallic,53878
Land,Rover Range Rover Sport 3.0L Supercharged HSE,2019.0,47363.0,3.0,Automatic,1.0,Gasoline,Four-wheel Drive,2.0,0.0,0.0,1.0,0.0,1.0,9.0,Ebony/Ebony/Ebony/Ebony,Fuji White,50990
Mitsubishi,Outlander SEL,2020.0,62192.0,2.4,CVT,1.0,Gasoline,Four-wheel Drive,3.0,1.0,1.0,0.0,0.0,1.0,9.0,Black,Gray,17999
Ford,Focus ST Base,2018.0,60000.0,2.0,6,0.0,Gasoline,Front-wheel Drive,4.0,0.0,0.0,1.0,1.0,1.0,5.0,Charcoal Black,Shadow Black,22500
Jaguar,XF 20d R-Sport,2017.0,32496.0,2.0,8,1.0,Diesel,Four-wheel Drive,2.5,0.0,0.0,0.0,1.0,1.0,10.0,Jet,Ingot,30998
Kia,Seltos Nightfall,2023.0,344.0,1.6,7,1.0,Gasoline,Four-wheel Drive,2.5,0.0,0.0,1.0,1.0,1.0,6.0,Black,Gravity Gray,30000
Honda,Pilot EX-L,2019.0,16810.0,3.5,6,1.0,Gasoline,Four-wheel Drive,4.0,0.0,1.0,1.0,0.0,1.0,13.0,Black,Black,32899
Audi,Q8 55 Premium,2020.0,9137.0,3.0,8,1.0,Gasoline,Four-wheel Drive,2.0,0.0,1.0,0.0,1.0,1.0,6.0,Black,Daytona Gray Pearl Effect,64998
Mitsubishi,Mirage G4 SE,2020.0,15767.0,1.2,CVT,1.0,Gasoline,Front-wheel Drive,3.0,0.0,1.0,1.0,0.0,1.0,7.0,Black,Purple,15480
Mercedes-Benz,GLE 350 Base 4MATIC,2020.0,40074.0,2.0,9,1.0,Gasoline,Four-wheel Drive,3.5,0.0,1.0,1.0,1.0,1.0,10.0,Espresso Brown,Black,42288
Jeep,Grand Cherokee Altitude,2015.0,79089.0,3.6,8,1.0,Gasoline,Four-wheel Drive,2.0,0.0,0.0,1.0,0.0,1.0,11.0,Black,GRAY,21995
Mazda,CX-5 2.5 S Premium Plus Package,2022.0,1849.0,2.5,6,1.0,Gasoline,Four-wheel Drive,3.0,0.0,1.0,1.0,0.0,1.0,11.0,Parchment,Jet Black Mica,32994
Volvo,XC90 T6 Momentum 7 Passenger,2021.0,17844.0,2.0,8,1.0,Gasoline,Four-wheel Drive,4.5,0.0,0.0,1.0,0.0,1.0,12.0,Gray,Silver Gray,45990
Honda,Accord Hybrid EX-L,2022.0,40346.0,2.0,CVT,1.0,Hybrid,Front-wheel Drive,0.5,0.0,1.0,1.0,0.0,1.0,13.0,Black,Platinum White Pearl,33384
Honda,Civic Type R Touring,2021.0,20192.0,2.0,6,0.0,Gasoline,Front-wheel Drive,3.0,0.0,0.0,1.0,1.0,1.0,10.0,Black / Red,Boost Blue Pearl,43995
Honda,Pilot Sport,2022.0,3287.0,3.5,9,1.0,Gasoline,Four-wheel Drive,3.5,0.0,1.0,0.0,0.0,1.0,7.0,Black,Black,38810
Volkswagen,Passat 2.0T R-Line,2022.0,16528.0,2.0,6,1.0,Gasoline,Front-wheel Drive,3.5,1.0,1.0,1.0,1.0,1.0,9.0,Titan Black,Pure White,27500
FIAT,500X Trekking,2018.0,66000.0,2.4,9,1.0,Gasoline,Four-wheel Drive,4.0,0.0,1.0,1.0,0.0,1.0,7.0,Black,Gray Metallic,19995
Honda,Pilot EX,2020.0,51662.0,3.5,6,1.0,Gasoline,Four-wheel Drive,4.0,1.0,1.0,1.0,0.0,1.0,9.0,Gray,Modern Steel Metallic,30255
Kia,K5 EX,2021.0,37258.0,1.6,8,1.0,Gasoline,Front-wheel Drive,5.5,1.0,1.0,1.0,1.0,1.0,11.0,Unknown,Passion Red,30688
BMW,X5 xDrive40i,2019.0,21294.0,3.0,8,1.0,Gasoline,Four-wheel Drive,3.0,0.0,1.0,1.0,1.0,1.0,11.0,Black,Jet Black,47995
Toyota,GR86 Base,2023.0,5892.0,2.4,6,0.0,Gasoline,Rear-wheel Drive,5.0,0.0,0.0,1.0,0.0,0.0,1.0,Black,Black,34582
Hyundai,Palisade Limited,2020.0,9634.0,3.8,8,1.0,Gasoline,Four-wheel Drive,5.0,0.0,1.0,0.0,0.0,1.0,13.0,Black,Lagoon Silver,48920
Lexus,GX 460 460 LINE SPECIAL,2023.0,222.0,4.6,6,1.0,Gasoline,Four-wheel Drive,4.5,1.0,1.0,0.0,0.0,1.0,7.0,Boulder,Nori Green Pearl,64600
Mazda,CX-3 Sport,2020.0,19950.0,2.0,6,1.0,Gasoline,Front-wheel Drive,3.0,0.0,1.0,1.0,0.0,1.0,7.0,Black,Deep Crystal Blue Mica,20449
Jeep,Grand Cherokee Limited,2021.0,39796.0,3.6,8,1.0,Gasoline,Four-wheel Drive,2.5,0.0,1.0,0.0,0.0,1.0,12.0,Black,Granite Crystal Clearcoat Metallic,34499
Maserati,MC20 Base,2022.0,238.0,3.0,8,1.0,Gasoline,Rear-wheel Drive,4.0,0.0,1.0,1.0,1.0,1.0,8.0,Black,Grigio Mistero,294895
Maserati,Ghibli Trofeo,2021.0,2212.0,3.8,8,1.0,Gasoline,Rear-wheel Drive,3.0,0.0,1.0,1.0,1.0,1.0,10.0,Rosso,Bianco,83588
Porsche,Panamera 4,2020.0,38535.0,3.0,8,1.0,Gasoline,Four-wheel Drive,4.0,0.0,0.0,1.0,1.0,1.0,8.0,Black,Carrara White Metallic,69900
BMW,Z4 sDrive30i,2011.0,92038.0,3.0,Automatic,1.0,Gasoline,Rear-wheel Drive,5.0,1.0,0.0,1.0,0.0,1.0,3.0,Black,Black,15900
Cadillac,CT6 3.0L Twin Turbo Platinum,2017.0,67343.0,3.0,8,1.0,Gasoline,Four-wheel Drive,3.0,1.0,1.0,1.0,1.0,1.0,10.0,Jet Black,Crystal White Tri-Coat,37995
Mazda,Mazda3 i Touring,2013.0,62164.0,2.0,6,1.0,Gasoline,Front-wheel Drive,4.0,1.0,0.0,1.0,0.0,0.0,0.0,Black,Dolphin Gray Mica,13000
BMW,530 xDrive,2018.0,43677.0,2.0,Automatic,1.0,Gasoline,Four-wheel Drive,5.0,1.0,0.0,0.0,0.0,1.0,11.0,Black,Bluestone Metallic,28949
Alfa,Romeo Giulia Ti,2019.0,25515.0,2.0,8,1.0,Gasoline,Four-wheel Drive,4.0,0.0,1.0,1.0,1.0,1.0,10.0,Black / Red,Silverstone Gray Metallic,31904
Land,Rover Range Rover Evoque SE,2021.0,16531.0,2.0,Automatic,1.0,Gasoline,Four-wheel Drive,5.0,0.0,0.0,0.0,0.0,1.0,8.0,Ebony,Silicon Silver,48198
Lexus,RX 350 Base,2016.0,86916.0,3.5,8,1.0,Gasoline,Front-wheel Drive,4.5,1.0,0.0,1.0,0.0,1.0,7.0,Black,Gray,23999
Maserati,Quattroporte S Q4,2016.0,58921.0,3.0,8,1.0,Gasoline,Four-wheel Drive,4.0,1.0,0.0,0.0,1.0,1.0,9.0,Nero,Black,27995
Honda,Civic LX,2017.0,64445.0,2.0,CVT,1.0,Gasoline,Front-wheel Drive,4.5,0.0,0.0,1.0,0.0,0.0,4.0,Black,Gray,17373
Ford,Mustang GT Premium,2018.0,80833.0,5.0,10,1.0,Gasoline,Rear-wheel Drive,4.5,1.0,1.0,1.0,0.0,1.0,8.0,Tan,Oxford White,29500
Alfa,Romeo Stelvio Base,2021.0,24315.0,2.0,8,1.0,Gasoline,Four-wheel Drive,4.5,0.0,1.0,1.0,1.0,1.0,9.0,Black / Red,Vulcano Black Metallic,35879
Suzuki,Equator Premium Extended Cab,2009.0,94870.0,2.5,Automatic,1.0,Gasoline,Rear-wheel Drive,4.0,0.0,1.0,1.0,0.0,0.0,0.0,Black,Silver,10995
Toyota,4Runner Limited,2017.0,59501.0,4.0,Automatic,1.0,Gasoline,Four-wheel Drive,1.5,1.0,0.0,1.0,0.0,1.0,11.0,Sand Beige,Blizzard Pearl,36500
Cadillac,Escalade ESV Base,2023.0,7959.0,6.2,Automatic,1.0,Gasoline,Four-wheel Drive,5.0,0.0,1.0,0.0,0.0,1.0,16.0,Beige,White,110900
Kia,Stinger GT,2018.0,41061.0,3.3,8,1.0,Gasoline,Unknown,3.5,1.0,1.0,1.0,1.0,1.0,9.0,Black,Blue,32000
Cadillac,XT4 Premium Luxury,2019.0,24702.0,2.0,9,1.0,Gasoline,Four-wheel Drive,2.0,0.0,0.0,1.0,1.0,1.0,9.0,Jet Black,Radiant Silver Metallic,34114
Nissan,Maxima SV,2022.0,28885.0,3.5,CVT,1.0,Gasoline,Front-wheel Drive,4.5,0.0,1.0,0.0,0.0,1.0,9.0,Charcoal,Deep Blue Pearl,25551
Cadillac,CT4-V V-Series Blackwing,2022.0,13091.0,3.6,10,1.0,Gasoline,Rear-wheel Drive,3.0,0.0,1.0,1.0,1.0,1.0,9.0,Jet Black,Black Raven,64994
Chevrolet,Camaro LT1,2021.0,16795.0,6.2,Manual,0.0,Gasoline,Rear-wheel Drive,4.0,0.0,1.0,1.0,0.0,1.0,5.0,Jet Black/ Grey Accent,Black,39046
Lexus,RX 350 F SPORT Appearance,2022.0,7216.0,3.5,8,1.0,Gasoline,Four-wheel Drive,1.5,0.0,1.0,1.0,0.0,1.0,7.0,Red,Nebula Gray Pearl,52614
Mitsubishi,Outlander SE,2020.0,26595.0,2.4,CVT,1.0,Gasoline,Four-wheel Drive,3.0,0.0,1.0,0.0,0.0,1.0,9.0,Black,Silver,22000
Cadillac,CT5 Luxury AWD,2021.0,25588.0,2.0,10,1.0,Gasoline,Four-wheel Drive,4.0,0.0,1.0,1.0,1.0,1.0,11.0,Jet Black,Dark Moon Blue Metallic,32736
FIAT,500X Easy,2016.0,75807.0,2.4,9,1.0,Gasoline,Front-wheel Drive,4.5,1.0,1.0,1.0,0.0,1.0,7.0,Black / Gray,Bianco Gelato White,13489
Mercedes-Benz,AMG S 63 Base 4MATIC,2019.0,57716.0,4.0,9,1.0,Gasoline,Four-wheel Drive,4.0,0.0,1.0,1.0,1.0,1.0,7.0,Black,Black,95822
Cadillac,Escalade Luxury,2016.0,91822.0,6.2,8,1.0,Gasoline,Four-wheel Drive,3.5,1.0,0.0,1.0,0.0,1.0,10.0,Shale / Cocoa,Crystal White Tri-Coat,32999
BMW,M760 i xDrive,2019.0,23260.0,6.6,8,1.0,Gasoline,Four-wheel Drive,3.5,1.0,1.0,1.0,1.0,1.0,5.0,Black,Gray,78999
Toyota,4Runner SR5 Premium,2019.0,75255.0,4.0,5,1.0,Gasoline,Four-wheel Drive,1.5,0.0,1.0,1.0,0.0,1.0,7.0,Black Graphite,Magnetic Gray Metallic,38988
Honda,CR-V EX,2022.0,18700.0,1.5,CVT,1.0,Gasoline,Four-wheel Drive,2.5,0.0,1.0,1.0,1.0,1.0,11.0,Black,Platinum White Pearl,33395
Porsche,911 Carrera 4 Cabriolet,1991.0,72967.0,3.6,Manual,0.0,Gasoline,Four-wheel Drive,3.0,0.0,0.0,1.0,0.0,0.0,0.0,Tan,Red,59998
Porsche,Panamera Sport Turismo 4,2019.0,42302.0,3.0,8,1.0,Gasoline,Four-wheel Drive,4.0,0.0,1.0,1.0,1.0,1.0,9.0,Black,Chalk,73999
BMW,X3 M AWD,2021.0,28776.0,3.0,8,1.0,Gasoline,Four-wheel Drive,2.5,0.0,1.0,0.0,1.0,1.0,9.0,Black,Gray Metallic,58995
Mazda,MX-5 Miata RF Grand Touring,2022.0,1125.0,2.0,Manual,0.0,Gasoline,Rear-wheel Drive,2.0,0.0,1.0,1.0,0.0,1.0,7.0,Brown,White,39999
FIAT,124 Spider Classica,2020.0,25489.0,1.4,6,1.0,Gasoline,Rear-wheel Drive,5.5,0.0,1.0,1.0,1.0,1.0,6.0,Nero,Black,24998
Alfa,Romeo Giulia Ti,2021.0,19699.0,2.0,8,1.0,Gasoline,Four-wheel Drive,3.0,0.0,1.0,1.0,1.0,1.0,8.0,Red / Black,Stromboli Gray Metallic,35999
Ford,Expedition Platinum,2020.0,56047.0,3.5,10,1.0,Gasoline,Four-wheel Drive,2.5,1.0,1.0,0.0,1.0,1.0,9.0,Ebony,Magnetic Metallic,53295
Land,Rover Discovery HSE,2017.0,68307.0,3.0,8,1.0,Gasoline,Four-wheel Drive,3.0,0.0,0.0,1.0,0.0,1.0,9.0,Ebony,Fuji White,26900
Maserati,Ghibli S Q4,2019.0,25885.0,3.0,8,1.0,Gasoline,Four-wheel Drive,4.0,0.0,0.0,1.0,0.0,1.0,10.0,Sabbia,Bianco,40995
Maserati,Levante S,2020.0,50180.0,3.0,8,1.0,Gasoline,Four-wheel Drive,3.5,0.0,1.0,0.0,1.0,1.0,13.0,Black,Bianco,42995
Porsche,911 GT3,2018.0,9687.0,4.0,7,1.0,Gasoline,Rear-wheel Drive,4.0,0.0,0.0,0.0,0.0,1.0,7.0,Black / Red,Silver,185889
FIAT,500X Pop,2020.0,25102.0,1.3,9,1.0,Gasoline,Four-wheel Drive,3.0,0.0,1.0,0.0,1.0,1.0,6.0,Black,Passione Red,21461
Toyota,Tundra SR5,2019.0,54675.0,5.7,6,1.0,Gasoline,Four-wheel Drive,2.0,0.0,1.0,1.0,0.0,0.0,6.0,Graphite,Cement Gray,49995
Toyota,Sienna Limited,2020.0,62598.0,3.5,8,1.0,Gasoline,Front-wheel Drive,3.5,1.0,1.0,0.0,0.0,1.0,12.0,Ash,Celestial Silver Metallic,34250
Mitsubishi,Mirage DE,2015.0,91384.0,1.2,CVT,1.0,Gasoline,Front-wheel Drive,3.0,0.0,0.0,1.0,0.0,0.0,1.0,Black,Plasma Purple,10285
Toyota,Highlander XSE,2023.0,9750.0,2.4,8,1.0,Gasoline,Four-wheel Drive,3.5,0.0,1.0,0.0,1.0,1.0,8.0,Black,Midnight Black Metallic,53590
Porsche,Boxster S,2013.0,22254.0,3.4,7,1.0,Gasoline,Rear-wheel Drive,3.5,1.0,0.0,1.0,0.0,1.0,4.0,Black,Silver,49900
Nissan,Pathfinder Platinum,2015.0,69500.0,3.5,CVT,1.0,Gasoline,Front-wheel Drive,2.5,0.0,0.0,1.0,0.0,1.0,9.0,Almond,Pearl,19500
BMW,430 i xDrive,2017.0,62783.0,2.0,8,1.0,Gasoline,Four-wheel Drive,5.0,1.0,0.0,0.0,1.0,1.0,8.0,Black,Alpine White,21698
MINI,Clubman Cooper S ALL4,2019.0,62630.0,2.0,8,1.0,Gasoline,Four-wheel Drive,4.5,1.0,1.0,1.0,1.0,1.0,7.0,Indigo Blue,Burgundy Metallic,23838
Lexus,NX 450h+ Luxury,2022.0,14915.0,2.5,CVT,1.0,Hybrid,Four-wheel Drive,2.5,0.0,1.0,1.0,0.0,1.0,9.0,Black,Cloudburst Gray,60875
Volkswagen,Atlas 3.6L SEL Premium,2019.0,22270.0,3.6,8,1.0,Gasoline,Four-wheel Drive,4.0,0.0,1.0,1.0,0.0,1.0,12.0,Golden Oak,Platinum Gray Metallic,37995
Kia,Sorento S,2020.0,56520.0,3.3,8,1.0,Gasoline,Front-wheel Drive,4.5,1.0,1.0,1.0,0.0,1.0,8.0,Black,Gray,23959
FIAT,124 Spider Lusso,2019.0,35270.0,1.4,6,1.0,Gasoline,Rear-wheel Drive,4.5,0.0,1.0,1.0,1.0,1.0,8.0,Nero,Mare Blue Metallic,25525
Hyundai,Sonata Plug-In Hybrid Limited,2017.0,50133.0,2.0,6,1.0,Hybrid,Front-wheel Drive,5.0,0.0,0.0,1.0,0.0,1.0,12.0,Gray,Hyper White,19247
Alfa,Romeo Giulia Ti,2020.0,37207.0,2.0,8,1.0,Gasoline,Four-wheel Drive,3.0,0.0,1.0,1.0,1.0,1.0,10.0,Black,Rosso,29725
Cadillac,CT5 Premium Luxury RWD,2020.0,20161.0,3.0,10,1.0,Gasoline,Rear-wheel Drive,4.0,0.0,1.0,0.0,1.0,1.0,11.0,Shara Beige,Garnet Red Metallic,37000
Porsche,Cayenne E-Hybrid Base,2019.0,31081.0,3.0,8,1.0,Hybrid,Four-wheel Drive,1.5,0.0,0.0,1.0,1.0,1.0,9.0,Black,Quartzite Gray Metallic,69995
Volvo,XC90 T6 Momentum,2017.0,85910.0,2.0,8,1.0,Gasoline,Four-wheel Drive,3.5,0.0,0.0,1.0,0.0,1.0,12.0,Charcoal,Silver,27000
Kia,Sorento Hybrid S,2022.0,23819.0,1.6,6,1.0,Hybrid,Front-wheel Drive,4.0,0.0,1.0,1.0,1.0,1.0,9.0,Black,Snow White Pearl,38500
Maserati,Levante Base,2017.0,156000.0,3.0,Automatic,0.0,Gasoline,Four-wheel Drive,5.0,0.0,0.0,1.0,0.0,1.0,9.0,Red,White,25000
Jeep,Gladiator Rubicon,2021.0,23372.0,3.6,8,1.0,Gasoline,Four-wheel Drive,3.0,0.0,0.0,0.0,0.0,1.0,7.0,Black,Sting Gray Clearcoat,48986
Mazda,MX-5 Miata Grand Touring,2016.0,75715.0,2.0,6,0.0,Gasoline,Rear-wheel Drive,3.5,0.0,0.0,1.0,0.0,1.0,7.0,Black,Soul Red,20670
FIAT,124 Spider Lusso,2017.0,42572.0,1.4,Automatic,1.0,Gasoline,Rear-wheel Drive,13.0,0.0,0.0,1.0,0.0,1.0,8.0,Saddle,Bronzo Magnetico (Titanium),22995
Maserati,Quattroporte S Q4,2014.0,72576.0,3.0,8,1.0,Gasoline,Four-wheel Drive,3.0,0.0,0.0,1.0,1.0,1.0,7.0,Black,Black,27975
Land,Rover Range Rover P525 Westminster,2021.0,40458.0,5.0,Automatic,1.0,Gasoline,Four-wheel Drive,3.0,0.0,1.0,1.0,0.0,1.0,12.0,Ebony/Ebony/Ebony/Ebony,Santorini Black Metallic,91977
Kia,Soul +,2019.0,62055.0,2.0,6,1.0,Gasoline,Front-wheel Drive,5.5,0.0,0.0,0.0,0.0,1.0,5.0,Black,Titanium Gray,21500
Lexus,RX 350 350,2020.0,23988.0,3.5,8,1.0,Gasoline,Front-wheel Drive,5.5,0.0,1.0,1.0,0.0,1.0,12.0,Black,Atomic Silver,42550
Land,Rover Range Rover Sport Supercharged HSE,2015.0,39464.0,3.0,8,1.0,Gasoline,Four-wheel Drive,2.5,0.0,0.0,1.0,0.0,1.0,7.0,Ebony / Lunar,Corris Grey,36998
Porsche,Cayenne S,2020.0,36211.0,2.9,8,1.0,Gasoline,Four-wheel Drive,2.0,0.0,1.0,0.0,1.0,1.0,11.0,Bordeaux Red,Jet Black Metallic,72998
Land,Rover Discovery Sport R-Dynamic SE,2020.0,32566.0,2.0,Automatic,1.0,Gasoline,Four-wheel Drive,3.0,0.0,1.0,1.0,0.0,1.0,10.0,Light Oyster,Fuji White,36000
Mitsubishi,Lancer ES,2017.0,63987.0,2.0,5,0.0,Gasoline,Front-wheel Drive,2.5,0.0,1.0,1.0,0.0,1.0,4.0,Black,Alloy Silver Metallic,14997
Land,Rover Range Rover Sport SE,2020.0,33331.0,3.0,Automatic,1.0,Gasoline,Four-wheel Drive,3.0,0.0,1.0,1.0,0.0,1.0,8.0,Ebony / Ebony,Fuji White,55880
Cadillac,CT4 Sport,2022.0,2300.0,2.0,8,1.0,Gasoline,Rear-wheel Drive,4.0,0.0,0.0,0.0,1.0,1.0,8.0,Jet Black,Wave Metallic,42993
Volkswagen,Tiguan 2.0T SE R-Line Black,2023.0,2231.0,2.0,8,1.0,Gasoline,Four-wheel Drive,3.5,0.0,1.0,1.0,1.0,1.0,8.0,Black,Opal White Pearl Effect,36495
Volkswagen,Golf R 2.0T w/DCC & Navigation,2018.0,86834.0,2.0,7,1.0,Gasoline,Four-wheel Drive,3.0,1.0,1.0,1.0,0.0,1.0,7.0,Titan Black,Indium Gray Metallic,31124
Jeep,Grand Cherokee L Limited,2022.0,3343.0,3.6,8,1.0,Gasoline,Four-wheel Drive,2.5,0.0,1.0,1.0,0.0,0.0,9.0,Global Black,Rocky Mountain Pearlcoat,47490
Audi,Q5 40 Premium Plus,2021.0,60808.0,2.0,7,1.0,Gasoline,Four-wheel Drive,2.5,0.0,1.0,0.0,1.0,1.0,6.0,Black,Ibis White,35871
Kia,K900 Luxury,2019.0,37679.0,3.3,8,1.0,Gasoline,Four-wheel Drive,4.0,0.0,0.0,1.0,1.0,1.0,10.0,Black,Metal,36000
Chevrolet,Camaro ZL1,2019.0,21768.0,6.2,Manual,0.0,Gasoline,Rear-wheel Drive,3.0,0.0,0.0,1.0,0.0,1.0,11.0,Jet Black w/Red Accents,Satin Steel Gray Metallic,69900
Lexus,LC 500 Base,2021.0,5266.0,5.0,10,1.0,Gasoline,Rear-wheel Drive,2.0,0.0,1.0,0.0,0.0,1.0,10.0,Caramel,Infrared,92981
BMW,330 i xDrive,2017.0,51374.0,2.0,8,1.0,Gasoline,Four-wheel Drive,5.0,1.0,0.0,1.0,1.0,1.0,9.0,Black,Black Sapphire Metallic,23851
Nissan,Maxima SV,2012.0,171071.0,3.5,Automatic,1.0,Gasoline,Front-wheel Drive,5.0,0.0,0.0,1.0,0.0,1.0,6.0,Select,Navy Blue Metallic,7995
