"brand","model","year","mileage","engine_size","drivetrain","avg_mpg","damaged","first_owner","extras","price"
"Mercedes-Benz","GLB 250 Base 4MATIC",2022,10848,2,"Four-wheel Drive",3,0,0,8,41477
"Chevrolet","Malibu 1LT",2017,47150,1.5,"Front-wheel Drive",4.5,1,1,7,18997
"Kia","K900 Luxury",2015,113832,5,"Rear-wheel Drive",3.5,0,0,5,12880
"Kia","K5 LXS",2021,62396,1.6,"Front-wheel Drive",3.5,0,0,8,22226
"Mitsubishi","Outlander Sport 2.0 LE",2021,24808,2,"Front-wheel Drive",2.5,1,1,6,22500
"Porsche","Macan S",2022,1013,2.9,"Four-wheel Drive",4,0,1,10,75990
"Ford","Bronco Sport Big Bend",2022,3558,1.5,"Four-wheel Drive",1.5,0,1,10,32950
"Audi","Q5 45 S line quattro Premium",2022,10463,2,"Four-wheel Drive",2.5,0,1,8,42700
"Cadillac","Escalade Premium Luxury",2021,30416,6.2,"Four-wheel Drive",4.5,0,1,12,85990
"Mazda","MX-5 Miata Grand Touring",2008,125944,2,"Rear-wheel Drive",4.5,0,1,3,13900
"Lexus","GX 460 Base",2020,35342,4.6,"Four-wheel Drive",3,0,1,10,48992
"Volkswagen","Arteon 2.0T SEL R-Line",2021,19752,2,"Front-wheel Drive",3,0,1,10,33998
"FIAT","124 Spider Classica",2019,18035,1.4,"Rear-wheel Drive",4.5,1,1,5,24995
"Kia","Rio S",2023,351,1.6,"Front-wheel Drive",4,0,1,1,20551
"Land","Rover Discovery HSE",2017,69913,3,"Four-wheel Drive",2.5,0,1,7,30999
"Ford","Flex SEL",2013,128266,3.5,"Front-wheel Drive",3.5,0,0,3,11202
"Cadillac","CTS-V Base",2014,55000,6.2,"Rear-wheel Drive",4.5,0,0,9,59999
"Volvo","XC60 Recharge Plug-In Hybrid T8 Inscription",2020,44304,2,"Four-wheel Drive",4,1,1,11,34595
"Ford","Expedition XLT",2019,69796,3.5,"Four-wheel Drive",2.5,1,0,10,37750
"Alfa","Romeo Stelvio Quadrifoglio",2021,19695,2.9,"Four-wheel Drive",4,0,1,7,59950
"FIAT","500 Sport Turbo",2013,68768,1.4,"Front-wheel Drive",3,0,0,2,8495
"Hyundai","Palisade SEL",2021,26844,3.8,"Front-wheel Drive",5.5,0,1,10,38897
"Chevrolet","Suburban Z71",2022,30098,5.3,"Four-wheel Drive",2,0,1,1,60981
"Mazda","Mazda3 AWD w/Premium Package",2021,13370,2.5,"Four-wheel Drive",3.5,0,0,10,29288
"Alfa","Romeo Stelvio Veloce",2022,2109,2,"Four-wheel Drive",4.5,0,0,8,48690
"MINI","Countryman Cooper",2020,58843,1.5,"Four-wheel Drive",5.5,0,1,9,25933
"Lexus","IS 350 F Sport",2021,12693,3.5,"Rear-wheel Drive",5,0,1,8,46043
"Mercedes-Benz","SL-Class SL55 AMG",2003,57280,5.4,"Rear-wheel Drive",3.5,0,0,5,22994
"FIAT","500 Pop",2012,94440,1.4,"Front-wheel Drive",13.5,0,0,4,6999
"Audi","Q7 3.0T Premium Plus",2018,68809,3,"Four-wheel Drive",3,0,0,10,31983
"Volvo","S90 Recharge Plug-In Hybrid T8 Inscription",2019,67144,2,"Four-wheel Drive",5.5,0,1,10,37998
"Kia","Telluride SX",2020,38189,3.8,"Four-wheel Drive",3.5,0,1,12,44250
"Mazda","MX-5 Miata RF Grand Touring",2020,3317,2,"Rear-wheel Drive",3.5,0,0,9,29905
"Mitsubishi","Outlander PHEV SEL",2021,26864,2.4,"Four-wheel Drive",2.5,0,0,9,26488
"Ford","Fusion SE",2019,72896,2,"Four-wheel Drive",4.5,0,0,7,20276
"Mitsubishi","Outlander Sport SE",2021,35926,2,"Four-wheel Drive",3,0,1,4,23998
"Maserati","Ghibli S GranSport",2019,24005,3,"Rear-wheel Drive",4,0,0,10,45897
"FIAT","500C Lounge",2012,72745,1.4,"Front-wheel Drive",4,0,0,3,12989
"Mitsubishi","Lancer ES",2015,52467,2,"Front-wheel Drive",2.5,1,0,3,11299
"Audi","Q7 55 Premium Plus",2020,26501,3,"Four-wheel Drive",2,0,1,11,46500
"Volkswagen","Golf R 2.0T w/DCC & Navigation",2018,47019,2,"Four-wheel Drive",3,0,0,7,34250
"Alfa","Romeo Giulia Ti",2020,44484,2,"Rear-wheel Drive",3,0,1,8,33395
"Hyundai","Santa Fe Plug-In Hybrid Limited",2022,13756,1.6,"Four-wheel Drive",4.5,0,1,0,40999
"Nissan","Maxima SR",2023,750,3.5,"Front-wheel Drive",5,0,1,4,41293
"Lexus","RX 350L Premium",2021,26416,3.5,"Front-wheel Drive",4,0,1,8,46593
"Cadillac","CT5 Sport AWD",2021,33190,2,"Four-wheel Drive",4.5,0,0,10,44772
"Mitsubishi","Outlander Sport ES",2022,11100,2,"Front-wheel Drive",3,0,1,4,25998
"Jeep","Grand Cherokee Summit",2015,52487,3,"Four-wheel Drive",3,1,0,10,27988
"Lexus","ES 350 Base",2018,25095,3.5,"Front-wheel Drive",4.5,1,0,6,29225
"Audi","A8 L 60",2020,9689,4,"Four-wheel Drive",4,0,0,9,67880
"Ford","Expedition Max XLT",2021,43182,3.5,"Four-wheel Drive",2.5,0,1,6,45333
"Lexus","NX 300 Base",2019,32623,2,"Front-wheel Drive",3,1,0,7,31700
"Honda","Accord LX",2016,115051,2.4,"Front-wheel Drive",5,0,0,4,16995
"Porsche","Macan Base",2020,20687,2,"Four-wheel Drive",2.5,0,0,10,48995
"MINI","Convertible Cooper",2022,25528,1.5,"Front-wheel Drive",4.5,0,1,8,26896
"Volkswagen","Atlas 3.6 SE w/ Technology R-Line",2021,28113,3.6,"Four-wheel Drive",5,0,1,10,40459
"Maserati","Levante GTS",2019,42921,3.8,"Four-wheel Drive",3.5,0,1,11,71790
"Nissan","NV Cargo NV3500 HD SV V8",2016,65079,5.6,"Rear-wheel Drive",2.5,0,0,5,31995
"Jaguar","F-PACE 25t Premium",2020,32685,2,"Four-wheel Drive",3,0,0,10,37624
"Jaguar","F-TYPE R",2020,23253,5,"Four-wheel Drive",4,0,1,9,69444
"Nissan","Frontier SV",2022,5211,3.8,"Four-wheel Drive",3.5,0,1,10,37211
"MINI","Countryman Cooper S ALL4",2018,70697,2,"Four-wheel Drive",4.5,0,0,9,23995
"Mercedes-Benz","C-Class Sport 4MATIC",2008,46763,3,"Four-wheel Drive",3.5,0,0,4,13977
"Audi","A8 L 55",2019,23890,3,"Four-wheel Drive",4,0,1,9,49999
"Toyota","Avalon Limited",2021,41530,3.5,"Front-wheel Drive",4.5,0,1,10,34618
"Mercedes-Benz","CLS-Class CLS 550",2014,80663,4.7,"Rear-wheel Drive",3.5,0,0,6,21886
"Lexus","NX 350 Premium",2022,9326,2.4,"Four-wheel Drive",2.5,0,1,9,48264
"BMW","530 i xDrive",2017,68477,2,"Four-wheel Drive",5,1,0,6,25900
"Lexus","LS 500h Base",2018,23957,3.5,"Rear-wheel Drive",3.5,0,1,8,55694
"Jaguar","XE S",2020,35212,2,"Rear-wheel Drive",4,1,1,9,30995
"Suzuki","SX4 Touring",2010,98674,2,"Four-wheel Drive",2.5,1,0,5,8400
"BMW","X5 xDrive35d",2018,68793,3,"Four-wheel Drive",3,0,0,10,34498
"Volvo","XC40 T5 R-Design",2021,15248,2,"Four-wheel Drive",4.5,0,1,10,40315
"MINI","Convertible Cooper",2019,41364,1.5,"Front-wheel Drive",3.5,0,0,6,22370
"Nissan","Titan SV",2018,44550,5.6,"Four-wheel Drive",3,0,0,7,33987
"Mitsubishi","Outlander Sport 2.0 ES",2022,3109,2,"Front-wheel Drive",1.5,1,0,4,21480
"Mitsubishi","Mirage ES",2015,58061,1.2,"Front-wheel Drive",3,0,0,3,11999
"Cadillac","Escalade Luxury",2017,63409,6.2,"Four-wheel Drive",4,0,0,11,41500
"Maserati","GranTurismo Sport",2016,26526,4.7,"Rear-wheel Drive",3,0,1,6,59500
"Nissan","Juke NISMO",2014,87161,1.6,"Four-wheel Drive",3.5,1,0,4,12900
"Volvo","XC90 T5 Momentum",2017,85084,2,"Four-wheel Drive",4,0,0,9,22900
"Lexus","RX 350 Base",2022,9443,3.5,"Four-wheel Drive",2,0,1,5,47700
"Volkswagen","Arteon 2.0T SEL",2019,21873,2,"Four-wheel Drive",3.5,1,1,10,28888
"Mazda","CX-30 2.5 Turbo Premium Plus Package",2022,2788,2.5,"Four-wheel Drive",3,0,1,11,30882
"Chevrolet","Silverado 1500 1LT",2016,75712,5.3,"Rear-wheel Drive",3.5,1,0,6,26995
"BMW","M6 Base",2016,38914,4.4,"Rear-wheel Drive",3,0,0,7,42750
"Jaguar","E-PACE Base",2020,18318,2,"Four-wheel Drive",3.5,0,1,8,37990
"Volkswagen","Atlas 3.6L SEL Premium",2018,80048,3.6,"Four-wheel Drive",2.5,1,0,11,29608
"BMW","X7 xDrive40i",2021,60513,3,"Four-wheel Drive",2.5,0,1,10,54995
"Mercedes-Benz","CLA-Class CLA 250",2014,80632,2,"Front-wheel Drive",4.5,1,1,6,16990
"Chevrolet","Suburban LT",2019,77691,5.3,"Rear-wheel Drive",3.5,0,0,10,35977
"Mercedes-Benz","GLS 550 Base 4MATIC",2017,45817,4.7,"Four-wheel Drive",4.5,0,0,11,46818
"Alfa","Romeo Giulia Base",2023,4382,2,"Rear-wheel Drive",4.5,0,1,8,42012
"MINI","Hardtop Cooper S",2016,94549,2,"Front-wheel Drive",4,0,1,3,14970
"FIAT","500 Pop",2016,62872,1.4,"Front-wheel Drive",4.5,0,0,3,9991
"Audi","A4 40 Premium",2021,15954,2,"Four-wheel Drive",3.5,1,1,7,28991
"Volvo","XC90 T6 Inscription 7 Passenger",2022,10683,2,"Four-wheel Drive",4,0,1,8,59500
"Porsche","Cayenne Base",2021,23920,3,"Four-wheel Drive",2.5,0,1,9,67495
"Mercedes-Benz","E-Class E 350",2014,98257,3.5,"Rear-wheel Drive",4,0,0,5,15721
"Jeep","Wrangler Rubicon",2021,31479,2,"Four-wheel Drive",3,1,1,6,42999
"Ford","Expedition Limited",2021,19264,3.5,"Four-wheel Drive",2.5,0,1,12,64980
"Nissan","Armada SV",2021,56450,5.6,"Rear-wheel Drive",3.5,0,1,8,36606
"Nissan","Maxima 3.5 SL",2020,99355,3.5,"Front-wheel Drive",4,1,0,13,22995
"Maserati","GranTurismo Base",2013,44231,4.7,"Rear-wheel Drive",3,1,0,6,36888
"Alfa","Romeo 4C Spider Spider",2018,4455,1.7,"Rear-wheel Drive",3,0,0,4,69988
"Jaguar","XF 35t Premium",2017,65060,3,"Four-wheel Drive",4,0,0,10,26550
"Lexus","LS 500 Base",2018,9337,3.5,"Four-wheel Drive",0.5,0,1,9,57850
"Lexus","GX 460 Base",2020,21491,4.6,"Four-wheel Drive",5.5,1,1,10,48987
"Toyota","Highlander XLE",2021,37271,3.5,"Four-wheel Drive",3.5,1,1,13,38950
"MINI","Countryman Cooper S ALL4",2019,21840,2,"Four-wheel Drive",3.5,0,1,7,26490
"Nissan","Titan SV",2018,70275,5.6,"Four-wheel Drive",3,0,0,8,29935
"Volkswagen","Atlas 2.0T SE",2020,39257,2,"Front-wheel Drive",4.5,1,1,11,29995
"Lexus","LX 570 Base",2013,205659,5.7,"Four-wheel Drive",4.5,1,0,11,25130
"Lexus","RC 350 Base",2015,60945,3.5,"Four-wheel Drive",5,1,0,8,30960
"Nissan","Titan SV",2021,18389,5.6,"Four-wheel Drive",5,0,1,11,43990
"Audi","SQ5 3.0T Premium Plus",2021,26448,3,"Four-wheel Drive",3,0,1,6,51272
"MINI","Clubman Cooper S ALL4",2019,30857,2,"Four-wheel Drive",4,0,0,7,27497
"Volkswagen","Atlas 3.6 V6 SE w/ Technology R-Line",2021,24200,3.6,"Four-wheel Drive",3,1,1,8,40894
"Honda","Accord LX",2019,101263,1.5,"Front-wheel Drive",4,1,0,7,18000
"Mercedes-Benz","AMG CLS AMG CLS 63 S-Model 4MATIC",2016,65707,5.5,"Four-wheel Drive",3.5,1,0,8,45991
"FIAT","500X Easy",2016,56201,2.4,"Front-wheel Drive",4.5,1,0,6,13988
"Kia","Carnival LXS",2022,41975,3.5,"Front-wheel Drive",4,0,1,10,33242
"Jeep","Wrangler Sport",2014,62124,3.6,"Four-wheel Drive",3,0,1,3,22421
"Mazda","MazdaSpeed3 Touring",2012,54160,2.3,"Front-wheel Drive",3.5,0,0,4,16495
"Mazda","CX-30 Select",2021,10517,2.5,"Four-wheel Drive",3,0,1,9,27572
"Hyundai","Santa Fe Plug-In Hybrid Limited",2022,22830,1.6,"Four-wheel Drive",4.5,0,1,11,38999
"MINI","Clubman Cooper S ALL4",2019,33389,2,"Four-wheel Drive",5,1,1,4,24000
"Maserati","Quattroporte S Q4 GranSport",2017,66925,3,"Four-wheel Drive",4,0,1,8,41000
"Mazda","CX-5 Touring",2020,37925,2.5,"Four-wheel Drive",4,1,1,8,24300
"Ford","Flex Limited",2019,94758,3.5,"Front-wheel Drive",3.5,1,0,11,20388
"Honda","CR-V Hybrid Touring",2021,23926,2,"Four-wheel Drive",2.5,0,1,13,34500
"Chevrolet","Suburban Premier",2020,28726,5.3,"Four-wheel Drive",3.5,1,1,10,56500
"Volvo","XC60 T6 Momentum",2021,22642,2,"Four-wheel Drive",3.5,0,1,6,38988
"Ford","Bronco Big Bend",2021,7782,2.3,"Four-wheel Drive",1,0,1,7,49888
"Honda","Odyssey EX-L",2020,44658,3.5,"Front-wheel Drive",4.5,1,1,12,32599
"Hyundai","Elantra SE",2016,76142,1.8,"Front-wheel Drive",3.5,0,1,3,12700
"Lexus","ES 350 Base",2016,77445,3.5,"Front-wheel Drive",3.5,0,0,4,23802
"Kia","K5 GT-Line",2022,21852,1.6,"Four-wheel Drive",2.5,0,0,13,36563
"Lexus","ES 350 Base",2013,133563,3.5,"Front-wheel Drive",4,1,1,9,14995
"Chevrolet","Blazer 1LT",2021,48624,2.5,"Front-wheel Drive",3,0,1,6,27683
"Kia","Niro LX",2020,27846,1.6,"Front-wheel Drive",3.5,0,1,5,23345
"Honda","Civic Touring",2016,102910,1.5,"Front-wheel Drive",5.5,0,0,13,14484
"Hyundai","Tucson GLS",2015,88548,2,"Four-wheel Drive",3.5,0,1,3,13932
"Porsche","Boxster Base (M5)",2007,32990,2.7,"Rear-wheel Drive",3,0,1,4,26590
"Cadillac","CT4 Sport",2022,12537,2,"Rear-wheel Drive",3,0,1,10,44000
"Lexus","RX 350 350",2017,61759,3.5,"Front-wheel Drive",5.5,0,0,7,29978
"Volvo","XC90 T6 Momentum",2019,27619,2,"Four-wheel Drive",5.5,0,1,13,41990
"Chevrolet","Silverado 1500 LT",2013,218269,5.3,"Four-wheel Drive",1,1,0,3,11456
"Lexus","LS 500 F Sport",2022,3330,3.5,"Four-wheel Drive",4.5,0,1,9,82499
"Chevrolet","Suburban 1500 LTZ",2015,114044,5.3,"Rear-wheel Drive",3.5,1,1,9,24999
"Audi","S3 2.0T Prestige",2016,34355,2,"Four-wheel Drive",4,0,0,8,30615
"Nissan","Maxima 3.5 SR",2016,67425,3.5,"Front-wheel Drive",3.5,0,0,7,20998
"Honda","Accord LX",2017,82052,2.4,"Front-wheel Drive",4.5,1,0,4,17397
"Kia","Telluride SX",2020,101704,3.8,"Four-wheel Drive",2,1,0,15,30595
"Honda","Ridgeline Black Edition",2022,4663,3.5,"Four-wheel Drive",3,0,1,7,42999
"MINI","Countryman Cooper S ALL4",2018,30340,2,"Four-wheel Drive",4,0,0,10,26771
"FIAT","500L Pop",2015,69950,1.4,"Front-wheel Drive",4,0,1,2,11271
"Lexus","RX 350L Premium",2019,34780,3.5,"Four-wheel Drive",0.5,0,0,7,41502
"Hyundai","Elantra Limited",2020,24496,2,"Front-wheel Drive",5,0,1,8,20350
"Jeep","Compass Sport",2017,96364,2.4,"Four-wheel Drive",3.5,0,0,3,13889
"Volvo","S40 2.4i",2010,77636,2.4,"Front-wheel Drive",1.5,0,0,4,7995
"Mitsubishi","Outlander ES",2020,64946,2.4,"Four-wheel Drive",3,0,1,5,25888
"Ford","Explorer XLT",2018,69892,3.5,"Front-wheel Drive",3.5,0,1,8,23900
"Volvo","XC90 Recharge Plug-In Hybrid T8 Inscription 7 Passenger",2021,15515,2,"Four-wheel Drive",4,0,1,11,62788
"Ford","F-150",2018,83942,5,"Four-wheel Drive",4.5,0,0,5,32705
"Mitsubishi","Mirage DE",2014,209162,1.2,"Front-wheel Drive",2.5,0,0,1,3995
"Ford","F-150 XLT",2014,83319,3.5,"Four-wheel Drive",2.5,0,0,1,22758
"Volvo","S60 Recharge Plug-In Hybrid T8 R-Design",2021,10701,2,"Four-wheel Drive",4,0,0,10,41185
"Land","Rover Range Rover 5.0L Supercharged",2018,38142,5,"Four-wheel Drive",2.5,0,0,10,66990
"Alfa","Romeo Stelvio Ti",2020,67722,2,"Four-wheel Drive",3,1,1,9,27344
"FIAT","500 Abarth",2015,115677,1.4,"Front-wheel Drive",3,0,0,2,9995
"Porsche","Boxster S",2016,30246,3.4,"Rear-wheel Drive",3,0,0,5,55990
"Mitsubishi","Eclipse Cross ES",2018,128349,1.5,"Front-wheel Drive",3,0,0,4,14547
"Maserati","Ghibli S Q4",2015,66452,3,"Four-wheel Drive",5,0,0,7,23928
"Nissan","NV Cargo NV2500 HD S/SV V6/V8",2019,51766,4,"Rear-wheel Drive",5,1,1,4,35988
"Alfa","Romeo Giulia Base",2018,53813,2,"Four-wheel Drive",4,0,0,10,24989
"Kia","Telluride SX",2020,21114,3.8,"Four-wheel Drive",3.5,0,1,12,42000
"Alfa","Romeo Stelvio Ti Sport",2019,53581,2,"Four-wheel Drive",3,0,0,9,29250
"FIAT","500L Easy",2014,110534,1.4,"Front-wheel Drive",4.5,0,0,7,8451
"Jeep","Grand Cherokee L Overland",2021,24891,3.6,"Four-wheel Drive",2.5,0,1,10,51894
"Lexus","RX 350 Base",2015,125028,3.5,"Front-wheel Drive",3,0,0,4,18999
"Honda","Accord Sport",2014,156145,2.4,"Front-wheel Drive",4,1,0,3,11200
"FIAT","500 Sport",2014,46639,1.4,"Front-wheel Drive",4.5,0,0,2,10495
"Mercedes-Benz","G-Class G 550 4MATIC",2020,44591,4,"Four-wheel Drive",4,0,1,11,136990
"Jaguar","XF 35t Portfolio Limited Edition",2018,30207,3,"Four-wheel Drive",5,0,0,7,32998
"Kia","Seltos S",2021,30930,1.6,"Four-wheel Drive",2.5,1,1,7,22575
"Volvo","XC60 T6 Inscription",2021,48804,2,"Four-wheel Drive",4,0,0,11,36750
"Mercedes-Benz","AMG GLC 63 Base 4MATIC",2019,21231,4,"Four-wheel Drive",5,0,0,10,56998
"Toyota","Camry LE",2022,40913,2.5,"Front-wheel Drive",5.5,0,1,6,23976
"Audi","Q8 55 Premium",2020,33863,3,"Four-wheel Drive",2,0,1,10,57000
"Hyundai","Santa Cruz 2.5L SEL",2022,7740,2.5,"Four-wheel Drive",3,0,1,6,31326
"Jeep","Renegade Limited",2017,86201,2.4,"Four-wheel Drive",3,0,0,8,17990
"Porsche","Panamera E-Hybrid Turbo S",2018,32090,4,"Four-wheel Drive",4,0,0,6,117723
"BMW","X3 M Base (A8)",2022,32164,3,"Four-wheel Drive",2.5,0,1,12,69998
"Honda","CR-V EX",2020,25861,1.5,"Four-wheel Drive",2.5,0,1,10,28990
"Kia","Telluride SX",2023,2608,3.8,"Front-wheel Drive",3.5,0,1,10,58995
"Mazda","MX-5 Miata Grand Touring",2016,54221,2,"Rear-wheel Drive",3.5,0,0,6,21998
"Mitsubishi","Outlander SEL",2022,10877,2.5,"Front-wheel Drive",2.5,0,1,10,31991
"Mitsubishi","Outlander ES",2020,45637,2.4,"Front-wheel Drive",3,0,1,6,19652
"Honda","Civic EX",2019,33537,1.5,"Front-wheel Drive",4.5,0,0,9,26726
"Alfa","Romeo Stelvio Base",2019,35628,2,"Four-wheel Drive",4,0,1,10,28990
"Jeep","Wagoneer Series III",2022,2427,5.7,"Four-wheel Drive",3.5,0,1,11,71500
"Mitsubishi","Eclipse Cross SE",2023,1957,1.5,"Four-wheel Drive",2.5,0,1,6,27509
"Kia","K5 GT-Line",2021,26815,1.6,"Four-wheel Drive",3,0,0,13,36495
"Jaguar","XE 25t",2019,65227,2,"Rear-wheel Drive",4,0,1,7,22990
"Ford","Expedition Limited",2016,47411,3.5,"Rear-wheel Drive",3,0,0,12,29212
"Mercedes-Benz","GLE 350 Base 4MATIC",2020,46960,2,"Four-wheel Drive",3.5,1,1,9,45897
"BMW","330 i xDrive",2019,30198,2,"Four-wheel Drive",4.5,0,0,4,30991
"FIAT","500C Abarth",2013,79745,1.4,"Front-wheel Drive",3,0,0,2,12999
"Maserati","Quattroporte S Q4",2014,58000,3,"Four-wheel Drive",3,0,0,7,22995
"Audi","RS 5 4.2",2013,69028,4.2,"Four-wheel Drive",3.5,0,0,4,33885
"Toyota","Land Cruiser Heritage Edition",2021,22262,5.7,"Four-wheel Drive",2,0,0,10,114825
"Hyundai","Elantra SE",2016,63909,1.8,"Front-wheel Drive",9,1,0,2,13492
"FIAT","500X Trekking",2019,45388,1.3,"Four-wheel Drive",3,0,0,6,21000
"MINI","Cooper Base (M6)",2010,48539,1.6,"Front-wheel Drive",5,0,0,2,13900
"Nissan","Pathfinder SV",2019,21738,3.5,"Four-wheel Drive",2.5,1,0,9,19605
"Hyundai","IONIQ Hybrid Limited",2019,110597,1.6,"Front-wheel Drive",5,0,1,11,16599
"Land","Rover Discovery Sport SE",2019,44330,2,"Four-wheel Drive",3,0,1,7,27786
"Mitsubishi","Mirage ES",2021,29471,1.2,"Front-wheel Drive",2.5,1,1,5,16996
"Audi","A4 2.0T Premium Plus",2016,74425,2,"Four-wheel Drive",4.5,1,1,7,17890
"Alfa","Romeo Stelvio Base",2018,70818,2,"Four-wheel Drive",3,0,0,9,22997
"Nissan","Armada SL",2020,68499,5.6,"Rear-wheel Drive",2.5,0,1,10,28600
"Chevrolet","Traverse 1LT",2016,99039,3.6,"Four-wheel Drive",3.5,1,0,6,20795
"Land","Rover Range Rover Evoque R-Dynamic S",2022,13713,2,"Four-wheel Drive",3,0,1,10,45981
"Jeep","Wrangler Unlimited X",2008,77876,3.8,"Four-wheel Drive",3.5,1,0,1,19988
"Mercedes-Benz","AMG GLE 63 S-Model 4MATIC",2021,35340,4,"Four-wheel Drive",4,0,0,10,97987
"Audi","S3 2.0T Premium Plus",2023,3151,2,"Four-wheel Drive",3,0,1,6,48874
"Mazda","CX-5 Touring",2018,78091,2.5,"Four-wheel Drive",3.5,0,1,7,23499
"Volvo","XC90 T6 Inscription",2019,33877,2,"Four-wheel Drive",3.5,0,0,13,42491
"Volkswagen","Golf SportWagen 1.4T S",2019,54502,1.4,"Front-wheel Drive",3.5,0,0,4,20750
"Jaguar","XE S",2020,14931,2,"Rear-wheel Drive",4.5,0,0,10,30999
"Cadillac","CT4 Luxury",2020,13469,2,"Rear-wheel Drive",6,0,1,6,32295
"Volvo","XC60 T6 Momentum",2020,37918,2,"Four-wheel Drive",3.5,0,0,10,33340
"BMW","X1 xDrive 28i",2017,64919,2,"Four-wheel Drive",4.5,0,1,10,24998
"FIAT","500 Turbo",2013,54700,1.4,"Front-wheel Drive",3,0,0,4,11000
"Jeep","Grand Cherokee Limited",2023,8046,3.6,"Four-wheel Drive",1.5,0,1,7,44997
"Lexus","RX 450h Base",2021,55831,3.5,"Four-wheel Drive",4,0,1,7,45997
"Porsche","911 Carrera T",2019,37837,3,"Rear-wheel Drive",4,0,1,7,96000
"Mitsubishi","Outlander Sport 2.0 SE",2021,55678,2,"Front-wheel Drive",2.5,0,0,7,20355
"Chevrolet","Express 3500 LT",2020,42789,6,"Rear-wheel Drive",3,0,1,4,45990
"Audi","S4 3.0 Premium Plus",2010,86382,3,"Four-wheel Drive",4.5,1,0,4,18997
"Mercedes-Benz","GLK-Class GLK 350 4MATIC",2014,47715,3.5,"Four-wheel Drive",3.5,1,0,5,17995
"Cadillac","XT6 Sport AWD",2020,34204,3.6,"Four-wheel Drive",5,0,1,12,43197
"FIAT","124 Spider Lusso",2017,56043,1.4,"Rear-wheel Drive",4.5,0,0,8,19391
"Porsche","Cayenne E-Hybrid Base",2019,8313,3,"Four-wheel Drive",2,0,1,12,69546
"Jaguar","E-PACE R-Dynamic S",2019,19759,2,"Four-wheel Drive",3.5,0,0,9,31427
"Mazda","Mazda3 FWD w/Preferred Package",2019,26360,2.5,"Front-wheel Drive",4.5,0,0,10,23461
"Maserati","GranTurismo MC",2013,15859,4.7,"Rear-wheel Drive",3.5,0,0,7,57995
"Ford","F-150 XL",2020,34475,2.7,"Four-wheel Drive",2.5,0,1,2,36999
"Mazda","Mazda3 i Touring",2015,85230,2,"Front-wheel Drive",2.5,1,0,1,13490
"Jeep","Cherokee Latitude",2020,20855,2.4,"Front-wheel Drive",3.5,0,0,5,24590
"Mercedes-Benz","CLS-Class CLS 400",2015,72256,3,"Rear-wheel Drive",4,0,0,7,26995
"Mitsubishi","Eclipse GS",2007,61551,2.4,"Front-wheel Drive",0.5,1,0,0,8750
"Chevrolet","Blazer RS",2023,4002,3.6,"Front-wheel Drive",3.5,0,1,9,43995
"Porsche","718 Cayman S",2019,25987,2.5,"Rear-wheel Drive",3.5,0,0,5,69802
"Ford","Expedition Max XLT",2021,37801,3.5,"Four-wheel Drive",2.5,0,1,5,44995
"Cadillac","XT6 Luxury FWD",2022,11248,2,"Front-wheel Drive",4.5,0,1,9,45595
"Alfa","Romeo Stelvio Ti",2019,16913,2,"Four-wheel Drive",3.5,0,1,10,33415
"MINI","Countryman John Cooper Works",2021,37118,2,"Four-wheel Drive",5,0,0,9,38991
"Kia","Sedona LX",2015,165679,3.3,"Front-wheel Drive",5,1,0,5,7888
"Audi","S4 3.0T Premium Plus",2020,22046,3,"Four-wheel Drive",3.5,0,1,7,43957
"Chevrolet","Captiva Sport 2LS",2015,145882,2.4,"Front-wheel Drive",4,0,0,2,6500
"Chevrolet","Camaro Z28",1996,18760,5.7,"Rear-wheel Drive",4,0,1,1,29900
"Maserati","Quattroporte S Q4",2015,40266,3,"Four-wheel Drive",3.5,0,0,9,28906
"Alfa","Romeo Giulia Base",2020,25321,2,"Four-wheel Drive",4.5,0,1,10,29998
"Volvo","S60 B5 Core Dark Theme",2023,3828,2,"Front-wheel Drive",4,0,1,6,44400
"Mazda","CX-9 Touring",2019,29040,2.5,"Front-wheel Drive",4.5,0,0,8,30910
"Mitsubishi","Outlander ES",2020,45412,2.4,"Four-wheel Drive",3,0,1,6,18500
"MINI","Hardtop Cooper S",2017,50676,2,"Front-wheel Drive",4,0,0,7,19990
"Kia","Carnival SX Prestige",2022,27947,3.5,"Front-wheel Drive",4,0,1,12,45998
"Lexus","RX 350L Base",2022,3018,3.5,"Front-wheel Drive",3.5,0,1,12,55990
"Volvo","C70 T5",2009,101600,2.5,"Front-wheel Drive",3.5,0,0,4,7900
"Nissan","GT-R Premium",2017,26281,3.8,"Four-wheel Drive",2.5,0,0,8,104111
"Honda","HR-V EX-L",2022,9998,1.8,"Four-wheel Drive",2.5,0,1,11,29750
"Cadillac","Escalade ESV Platinum",2016,165377,6.2,"Four-wheel Drive",4.5,1,1,11,34995
"Porsche","Panamera Turbo S",2021,6379,4,"Four-wheel Drive",2,0,1,10,176900
"Honda","Pilot Touring 8-Passenger",2019,23530,3.5,"Front-wheel Drive",3.5,0,1,15,32586
"BMW","X1 xDrive 28i",2015,74618,2,"Four-wheel Drive",5,0,0,5,14500
"Volvo","XC60 B6 R-Design",2022,26043,2,"Four-wheel Drive",3,0,0,9,48699
"Honda","CR-V Hybrid EX-L",2021,21444,2,"Four-wheel Drive",2.5,0,1,12,33996
"Volvo","XC90 3.2 Platinum",2014,102000,3.2,"Four-wheel Drive",4.5,0,0,9,14490
